,Time,Src,Dest,Rate(MB)
150,2020-02-25 10:28:03,68.232.34.200,217.15.20.194,0.010873794555664062
151,2020-02-25 10:28:03,192.168.250.50,68.232.34.200,0.002511024475097656
152,2020-02-25 10:31:03,192.168.250.27,192.168.250.1,0.000148773193359375
153,2020-02-25 10:31:03,192.168.250.27,192.168.250.1,0.0001506805419921875
154,2020-02-25 10:31:03,192.168.250.27,192.168.250.1,0.0001506805419921875
155,2020-02-25 10:31:03,192.168.250.1,192.168.250.27,0.000667572021484375
156,2020-02-25 10:31:03,192.168.250.27,192.168.250.1,0.000148773193359375
157,2020-02-25 10:31:03,192.168.250.27,192.168.250.1,0.000148773193359375
158,2020-02-25 10:31:03,192.168.250.1,192.168.250.27,0.000732421875
159,2020-02-25 10:31:03,192.168.250.27,192.168.250.1,0.0001678466796875
160,2020-02-25 10:31:03,192.168.250.27,192.168.250.1,0.0001678466796875
161,2020-02-25 10:31:03,192.168.250.1,192.168.250.27,0.000732421875
162,2020-02-25 10:31:03,192.168.250.27,192.168.250.1,0.0001468658447265625
163,2020-02-25 10:31:03,192.168.250.27,192.168.250.1,0.0001468658447265625
164,2020-02-25 10:31:03,192.168.250.1,192.168.250.27,0.000728607177734375
165,2020-02-25 10:31:03,192.168.250.1,192.168.250.27,0.000728607177734375
166,2020-02-25 10:31:03,192.168.250.27,192.168.250.1,0.0001468658447265625
167,2020-02-25 10:31:03,192.168.250.27,192.168.250.1,0.0001468658447265625
168,2020-02-25 10:31:03,192.168.250.1,192.168.250.27,0.000644683837890625
169,2020-02-25 10:31:03,192.168.250.27,192.168.250.1,0.00014495849609375
170,2020-02-25 10:31:03,192.168.250.27,192.168.250.1,0.00014495849609375
171,2020-02-25 10:31:03,192.168.250.1,192.168.250.27,0.000644683837890625
172,2020-02-25 10:31:03,192.168.250.1,192.168.250.27,0.00084686279296875
173,2020-02-25 10:31:03,192.168.250.27,192.168.250.1,0.000148773193359375
174,2020-02-25 10:31:03,192.168.250.27,192.168.250.1,0.000148773193359375
175,2020-02-25 10:31:03,192.168.250.1,192.168.250.27,0.00084686279296875
176,2020-02-25 10:31:03,192.168.250.27,192.168.250.1,0.00014495849609375
177,2020-02-25 10:31:03,192.168.250.27,192.168.250.1,0.00014495849609375
178,2020-02-25 10:31:03,192.168.250.1,192.168.250.27,0.00072479248046875
179,2020-02-25 10:31:03,192.168.250.1,192.168.250.27,0.00072479248046875
180,2020-02-25 10:31:03,192.168.250.1,192.168.250.27,0.000568389892578125
181,2020-02-25 10:31:03,192.168.250.1,192.168.250.27,0.000568389892578125
182,2020-02-25 10:31:03,192.168.250.27,192.168.250.1,0.000152587890625
183,2020-02-25 10:31:03,192.168.250.27,192.168.250.1,0.000152587890625
184,2020-02-25 10:31:03,192.168.250.1,192.168.250.27,0.000667572021484375
185,2020-02-25 10:31:03,192.168.250.1,192.168.250.27,0.000667572021484375
186,2020-02-25 10:31:03,192.168.250.1,192.168.250.27,0.000843048095703125
187,2020-02-25 10:31:03,192.168.250.1,192.168.250.27,0.000843048095703125
188,2020-02-25 10:31:03,192.168.250.1,192.168.250.27,0.000736236572265625
189,2020-02-25 10:31:03,192.168.250.1,192.168.250.27,0.000736236572265625
190,2020-02-25 10:31:03,192.168.250.27,62.128.100.161,0.000213623046875
191,2020-02-25 10:31:03,62.128.100.161,217.15.20.194,0.00017547607421875
192,2020-02-25 10:30:59,192.168.250.3,141.8.142.75,0.005542755126953125
193,2020-02-25 10:30:59,141.8.142.75,217.15.20.194,0.0008020401000976562
194,2020-02-25 10:31:05,192.168.250.50,192.168.250.1,0.00011444091796875
195,2020-02-25 10:31:05,192.168.250.1,192.168.250.50,0.0010204315185546877
196,2020-02-25 10:30:11,13.232.66.4,217.15.20.194,0.005794525146484375
197,2020-02-25 10:30:11,192.168.250.27,13.232.66.4,0.001644134521484375
198,2020-02-25 10:30:34,192.168.250.3,23.226.231.226,0.000293731689453125
199,2020-02-25 10:31:06,192.168.250.62,192.168.250.1,0.00014495849609375
200,2020-02-25 10:31:06,192.168.250.1,192.168.250.62,0.00014495849609375
201,2020-02-25 10:31:09,192.168.250.3,192.168.250.1,0.0001354217529296875
202,2020-02-25 10:31:09,192.168.250.1,192.168.250.3,0.0003070831298828125
203,2020-02-25 10:31:09,192.168.250.3,192.168.250.1,0.000118255615234375
204,2020-02-25 10:31:09,192.168.250.1,192.168.250.3,0.000118255615234375
205,2020-02-25 10:31:09,192.168.250.3,192.168.250.1,0.000133514404296875
206,2020-02-25 10:31:09,192.168.250.1,192.168.250.3,0.000133514404296875
207,2020-02-25 10:31:10,45.63.43.171,217.15.20.194,0.0001316070556640625
208,2020-02-25 10:31:10,192.168.250.247,45.63.43.171,0.0002994537353515625
209,2020-02-25 09:38:52,85.21.78.91,217.15.20.194,0.00043487548828125
210,2020-02-25 10:31:13,23.226.231.226,217.15.20.194,7.62939453125e-05
211,2020-02-25 09:39:39,192.168.250.3,192.36.143.130,0.00043487548828125
212,2020-02-25 10:22:10,23.226.231.226,217.15.20.194,0.00011444091796875
213,2020-02-25 10:30:57,192.168.250.27,77.74.181.18,0.0007877349853515625
214,2020-02-25 10:30:57,77.74.181.18,217.15.20.194,0.0003423690795898437
215,2020-02-25 10:31:17,192.168.250.27,192.168.250.1,0.000125885009765625
216,2020-02-25 10:31:17,192.168.250.1,192.168.250.27,0.0010128021240234377
217,2020-02-25 10:31:17,192.168.250.27,192.168.250.1,0.0002899169921875
218,2020-02-25 10:31:17,192.168.250.1,192.168.250.27,0.0007257461547851562
219,2020-02-25 10:31:17,192.168.250.27,192.168.250.1,0.0001506805419921875
220,2020-02-25 10:31:17,192.168.250.1,192.168.250.27,0.001026153564453125
221,2020-02-25 10:31:17,192.168.250.27,192.168.250.1,0.00030231475830078125
222,2020-02-25 10:31:17,192.168.250.1,192.168.250.27,0.0008087158203125
223,2020-02-25 10:30:47,192.168.250.3,23.226.231.226,0.000293731689453125
224,2020-02-25 09:32:04,64.233.162.188,217.15.20.194,0.006305694580078125
225,2020-02-25 10:29:34,192.168.250.50,140.82.118.5,0.002236366271972656
226,2020-02-25 10:29:34,140.82.118.5,217.15.20.194,0.005951881408691406
227,2020-02-25 10:31:09,92.118.38.58,217.15.20.194,0.0009832382202148438
228,2020-02-25 10:31:09,192.168.250.3,92.118.38.58,0.000926971435546875
229,2020-02-25 10:31:21,172.253.6.1,217.15.20.194,0.0001468658447265625
230,2020-02-25 10:31:21,192.168.250.247,172.253.6.1,0.000293731689453125
231,2020-02-25 10:31:23,192.168.250.50,192.168.250.1,0.0001392364501953125
232,2020-02-25 10:31:23,192.168.250.1,192.168.250.50,0.001026153564453125
233,2020-02-25 10:31:23,192.168.250.50,192.168.250.1,0.0002965927124023437
234,2020-02-25 10:31:23,192.168.250.1,192.168.250.50,0.00079345703125
235,2020-02-25 10:31:23,192.168.250.50,192.168.250.1,0.00012969970703125
236,2020-02-25 10:31:23,192.168.250.1,192.168.250.50,0.0006961822509765625
237,2020-02-25 10:31:23,192.168.250.50,192.168.250.1,0.00012969970703125
238,2020-02-25 10:31:23,192.168.250.1,192.168.250.50,0.0004520416259765625
239,2020-02-25 10:21:57,192.168.250.3,23.226.231.226,0.000545501708984375
240,2020-02-25 10:31:18,192.168.250.3,141.8.183.203,0.01761341094970703
241,2020-02-25 10:31:18,141.8.183.203,217.15.20.194,0.0018339157104492188
242,2020-02-25 10:31:19,192.168.250.3,141.8.142.178,0.012488365173339844
243,2020-02-25 10:31:19,141.8.142.178,217.15.20.194,0.0012054443359375
244,2020-02-25 10:31:26,23.226.231.226,217.15.20.194,7.62939453125e-05
245,2020-02-25 10:09:16,23.226.231.226,217.15.20.194,0.0002288818359375
246,2020-02-25 10:28:49,52.114.75.78,217.15.20.194,0.007246971130371094
247,2020-02-25 10:31:29,192.168.250.50,13.107.3.128,0.0015268325805664062
248,2020-02-25 10:31:29,192.168.250.50,192.168.250.1,0.00011444091796875
249,2020-02-25 10:31:29,192.168.250.1,192.168.250.50,0.0010204315185546877
250,2020-02-25 10:31:29,192.168.250.50,192.168.250.1,0.0002841949462890625
251,2020-02-25 10:31:29,192.168.250.1,192.168.250.50,0.0007143020629882812
252,2020-02-25 10:31:00,192.168.250.3,23.226.231.226,0.000293731689453125
253,2020-02-25 10:31:31,192.168.250.50,192.168.250.1,0.00014495849609375
254,2020-02-25 10:31:31,192.168.250.50,192.168.250.1,0.000217437744140625
255,2020-02-25 10:31:31,192.168.250.1,192.168.250.50,0.00067138671875
256,2020-02-25 10:31:31,192.168.250.1,192.168.250.50,0.0013303756713867188
257,2020-02-25 10:31:31,192.168.250.50,52.114.158.53,0.001943588256835937
258,2020-02-25 10:31:33,192.168.250.57,192.168.250.1,0.000125885009765625
259,2020-02-25 10:31:33,192.168.250.1,192.168.250.57,0.0010128021240234377
260,2020-02-25 10:31:33,192.168.250.57,192.168.250.1,0.0002899169921875
261,2020-02-25 10:31:33,192.168.250.1,192.168.250.57,0.0007257461547851562
262,2020-02-25 10:31:33,192.168.250.57,192.168.250.1,0.0001506805419921875
263,2020-02-25 10:31:33,192.168.250.1,192.168.250.57,0.001026153564453125
264,2020-02-25 10:31:33,192.168.250.57,192.168.250.1,0.00030231475830078125
265,2020-02-25 10:31:33,192.168.250.1,192.168.250.57,0.0008087158203125
266,2020-02-25 10:22:23,23.226.231.226,217.15.20.194,0.00011444091796875
267,2020-02-25 10:30:49,77.111.247.11,217.15.20.194,0.008839607238769531
268,2020-02-25 10:30:49,192.168.250.50,77.111.247.11,0.00269317626953125
269,2020-02-25 10:31:35,192.168.250.50,173.194.73.95,0.003420829772949219
270,2020-02-25 10:31:35,173.194.73.95,217.15.20.194,0.004686355590820313
271,2020-02-25 10:31:35,192.168.250.50,192.168.250.1,0.00016021728515625
272,2020-02-25 10:31:35,192.168.250.50,108.177.14.94,0.0027456283569335933
273,2020-02-25 10:31:35,108.177.14.94,217.15.20.194,0.002674102783203125
274,2020-02-25 10:31:35,192.168.250.1,192.168.250.50,0.00058746337890625
275,2020-02-25 10:10:59,23.226.231.226,217.15.20.194,0.000152587890625
276,2020-02-25 10:31:37,192.168.250.3,192.168.250.1,0.0001773834228515625
277,2020-02-25 10:31:37,192.168.250.1,192.168.250.3,0.0002079010009765625
278,2020-02-25 10:31:37,192.168.250.3,93.92.192.5,0.002831459045410156
279,2020-02-25 10:31:37,93.92.192.5,217.15.20.194,0.002410888671875
280,2020-02-25 10:31:38,192.168.250.62,192.168.250.1,0.00014495849609375
281,2020-02-25 10:31:38,192.168.250.1,192.168.250.62,0.00014495849609375
282,2020-02-25 10:31:38,141.8.183.229,217.15.20.194,0.0001430511474609375
283,2020-02-25 10:31:38,192.168.250.247,141.8.183.229,0.00023651123046875
284,2020-02-25 10:31:38,23.226.231.226,217.15.20.194,7.62939453125e-05
285,2020-02-25 10:31:17,192.168.250.27,77.74.181.50,0.0005893707275390625
286,2020-02-25 10:31:17,77.74.181.50,217.15.20.194,0.0003423690795898437
287,2020-02-25 10:31:40,192.168.250.3,192.168.250.1,0.0001354217529296875
288,2020-02-25 10:31:40,192.168.250.1,192.168.250.3,0.0003070831298828125
289,2020-02-25 10:31:40,192.168.250.3,192.168.250.1,0.000118255615234375
290,2020-02-25 10:31:40,192.168.250.1,192.168.250.3,0.000118255615234375
291,2020-02-25 10:31:40,192.168.250.3,192.168.250.1,0.000133514404296875
292,2020-02-25 10:31:40,192.168.250.1,192.168.250.3,0.000133514404296875
293,2020-02-25 10:31:41,37.9.113.233,217.15.20.194,0.0001430511474609375
294,2020-02-25 10:31:41,37.9.113.233,217.15.20.194,0.0001430511474609375
295,2020-02-25 10:31:41,192.168.250.247,37.9.113.233,0.00023651123046875
296,2020-02-25 10:31:41,192.168.250.247,37.9.113.233,0.0001735687255859375
297,2020-02-25 10:31:13,192.168.250.3,23.226.231.226,0.000293731689453125
298,2020-02-25 10:22:10,192.168.250.3,23.226.231.226,0.000545501708984375
299,2020-02-25 10:31:45,185.115.96.170,217.15.20.194,0.0001392364501953125
300,2020-02-25 10:31:45,192.168.250.247,185.115.96.170,0.000232696533203125
301,2020-02-25 10:31:45,185.115.96.170,217.15.20.194,0.0001392364501953125
302,2020-02-25 10:31:45,192.168.250.247,185.115.96.170,0.0003070831298828125
303,2020-02-25 10:31:45,192.168.250.27,192.168.250.1,0.0001239776611328125
304,2020-02-25 10:31:45,192.168.250.1,192.168.250.27,0.00055694580078125
305,2020-02-25 10:27:59,192.168.250.50,77.111.247.41,0.008444786071777344
306,2020-02-25 10:28:08,77.111.247.41,217.15.20.194,0.0075931549072265625
307,2020-02-25 10:31:51,23.226.231.226,217.15.20.194,7.62939453125e-05
308,2020-02-25 10:31:40,92.118.38.58,217.15.20.194,0.0009794235229492188
309,2020-02-25 10:31:40,192.168.250.3,92.118.38.58,0.000926971435546875
310,2020-02-25 10:31:54,192.168.250.50,192.168.250.1,0.0001125335693359375
311,2020-02-25 10:31:54,192.168.250.50,192.168.250.1,0.0001125335693359375
312,2020-02-25 10:31:54,192.168.250.1,192.168.250.50,0.000446319580078125
313,2020-02-25 10:31:54,192.168.250.50,64.233.162.108,0.0011301040649414062
314,2020-02-25 10:31:54,192.168.250.1,192.168.250.50,0.0003643035888671875
315,2020-02-25 10:31:54,192.168.250.50,213.180.204.212,0.005665779113769531
316,2020-02-25 10:31:54,64.233.162.108,217.15.20.194,0.004218101501464844
317,2020-02-25 10:31:54,213.180.204.212,217.15.20.194,0.3283958435058594
318,2020-02-25 10:31:54,192.168.250.50,192.168.250.1,0.0001354217529296875
319,2020-02-25 10:31:54,192.168.250.1,192.168.250.50,0.00048828125
320,2020-02-25 09:32:54,192.168.250.1,255.255.255.255,0.02623748779296875
321,2020-02-25 09:32:54,192.168.250.1,255.255.255.255,0.01319122314453125
322,2020-02-25 09:32:54,fe80::209:6bff:fef1:a30f,ff02::1,0.029689788818359375
323,2020-02-25 09:32:54,fe80::209:6bff:fef1:a30f,ff02::1,0.014926910400390625
324,2020-02-25 10:22:36,23.226.231.226,217.15.20.194,0.00011444091796875
325,2020-02-25 10:31:26,192.168.250.3,23.226.231.226,0.000293731689453125
326,2020-02-25 10:31:58,172.253.4.2,217.15.20.194,0.00016021728515625
327,2020-02-25 10:31:58,192.168.250.247,172.253.4.2,0.0003070831298828125
328,2020-02-25 10:09:16,192.168.250.3,23.226.231.226,0.00109100341796875
329,2020-02-25 10:31:54,5.45.205.241,217.15.20.194,0.001980781555175781
330,2020-02-25 10:31:54,192.168.250.50,5.45.205.241,0.0007457733154296875
331,2020-02-25 10:32:01,192.168.250.50,192.168.250.1,0.0001277923583984375
332,2020-02-25 10:32:01,192.168.250.1,192.168.250.50,0.0009784698486328123
333,2020-02-25 09:32:23,192.168.250.57,192.168.250.255,0.0238037109375
334,2020-02-25 10:32:03,192.168.250.27,192.168.250.1,0.0001163482666015625
335,2020-02-25 10:32:03,192.168.250.1,192.168.250.27,0.00054931640625
336,2020-02-25 10:32:03,192.168.250.50,192.168.250.1,0.0001888275146484375
337,2020-02-25 10:32:03,192.168.250.1,192.168.250.50,0.0010128021240234377
338,2020-02-25 10:32:03,192.168.250.50,192.168.250.1,0.0002899169921875
339,2020-02-25 10:32:03,192.168.250.1,192.168.250.50,0.0007257461547851562
340,2020-02-25 10:32:03,192.168.250.50,192.168.250.1,0.0001506805419921875
341,2020-02-25 10:32:03,192.168.250.1,192.168.250.50,0.001026153564453125
342,2020-02-25 10:32:03,192.168.250.50,192.168.250.1,0.00030231475830078125
343,2020-02-25 10:32:03,192.168.250.1,192.168.250.50,0.0008087158203125
344,2020-02-25 10:32:04,23.226.231.226,217.15.20.194,7.62939453125e-05
